workerid,trial_no,stim,trial_id,Answer.time_in_minutes,rt,response,word_idx,response_correct,slide_number_in_experiment,word
0,1,,filler_64,21.522866666666665,266,,25,1,,slipped
0,1,,filler_64,21.522866666666665,493,,26,1,,a
0,1,,filler_64,21.522866666666665,383,,27,1,,racial
0,1,,filler_64,21.522866666666665,384,,28,1,,slur
0,1,,filler_64,21.522866666666665,260,,29,1,,into
0,1,,filler_64,21.522866666666665,195,,30,1,,an
0,1,,filler_64,21.522866666666665,189,,31,1,,article
0,1,,filler_64,21.522866666666665,214,,32,1,,last
0,1,,filler_64,21.522866666666665,273,,33,1,,week.
0,1,,filler_64,21.522866666666665,202,,34,1,,I
0,1,,filler_64,21.522866666666665,261,,35,1,,issued
0,1,,filler_64,21.522866666666665,213,,36,1,,a
0,1,,filler_64,21.522866666666665,238,,37,1,,long
0,1,,filler_64,21.522866666666665,229,,38,1,,apology
0,1,,filler_64,21.522866666666665,234,,39,1,,on
0,1,,filler_64,21.522866666666665,231,,40,1,,the
0,1,,filler_64,21.522866666666665,208,,41,1,,front
0,1,,filler_64,21.522866666666665,197,,42,1,,page
0,1,,filler_64,21.522866666666665,378,,43,1,,of
0,1,,filler_64,21.522866666666665,196,,44,1,,the
0,1,,filler_64,21.522866666666665,207,,45,1,,paper
0,1,,filler_64,21.522866666666665,390,,46,1,,the
0,1,,filler_64,21.522866666666665,389,,47,1,,next
0,1,,filler_64,21.522866666666665,379,,48,1,,day.
0,2,,filler_59,21.522866666666665,381,,0,1,,I
0,2,,filler_59,21.522866666666665,376,,1,1,,was
0,2,,filler_59,21.522866666666665,543,,2,1,,swimming
0,2,,filler_59,21.522866666666665,339,,3,1,,laps
0,2,,filler_59,21.522866666666665,351,,4,1,,in
0,2,,filler_59,21.522866666666665,354,,5,1,,my
0,2,,filler_59,21.522866666666665,389,,6,1,,local
0,2,,filler_59,21.522866666666665,406,,7,1,,pool
0,2,,filler_59,21.522866666666665,333,,8,1,,when
0,2,,filler_59,21.522866666666665,320,,9,1,,I
0,2,,filler_59,21.522866666666665,348,,10,1,,noticed
0,2,,filler_59,21.522866666666665,341,,11,1,,something
0,2,,filler_59,21.522866666666665,420,,12,1,,at
0,2,,filler_59,21.522866666666665,2034,,13,1,,the
0,2,,filler_59,21.522866666666665,441,,14,1,,bottom.
0,2,,filler_59,21.522866666666665,487,,15,1,,When
0,2,,filler_59,21.522866666666665,382,,16,1,,I
0,2,,filler_59,21.522866666666665,335,,17,1,,dove
0,2,,filler_59,21.522866666666665,391,,18,1,,"down,"
0,2,,filler_59,21.522866666666665,383,,19,1,,I
0,2,,filler_59,21.522866666666665,419,,20,1,,realized
0,2,,filler_59,21.522866666666665,337,,21,1,,it
0,2,,filler_59,21.522866666666665,368,,22,1,,was
0,2,,filler_59,21.522866666666665,375,,23,1,,a
0,2,,filler_59,21.522866666666665,743,,24,1,,twenty-dollar
0,2,,filler_59,21.522866666666665,304,,25,1,,bill.
0,2,,filler_59,21.522866666666665,295,,26,1,,Nobody
0,2,,filler_59,21.522866666666665,336,,27,1,,claimed
0,2,,filler_59,21.522866666666665,366,,28,1,,it
0,2,,filler_59,21.522866666666665,373,,29,1,,when
0,2,,filler_59,21.522866666666665,256,,30,1,,I
0,2,,filler_59,21.522866666666665,500,,31,1,,asked
0,2,,filler_59,21.522866666666665,1,,32,1,,the
0,2,,filler_59,21.522866666666665,205,,33,1,,people
0,2,,filler_59,21.522866666666665,459,,34,1,,"nearby,"
0,2,,filler_59,21.522866666666665,348,,35,1,,so
0,2,,filler_59,21.522866666666665,296,,36,1,,I
0,2,,filler_59,21.522866666666665,416,,37,1,,kept
0,2,,filler_59,21.522866666666665,321,,38,1,,it.
0,3,,filler_61,21.522866666666665,378,,0,1,,When
0,3,,filler_61,21.522866666666665,313,,1,1,,I
0,3,,filler_61,21.522866666666665,378,,2,1,,talked
0,3,,filler_61,21.522866666666665,759,,3,1,,to
0,3,,filler_61,21.522866666666665,421,,4,1,,my
0,3,,filler_61,21.522866666666665,362,,5,1,,parents
0,3,,filler_61,21.522866666666665,396,,6,1,,"yesterday,"
0,3,,filler_61,21.522866666666665,406,,7,1,,they
0,3,,filler_61,21.522866666666665,395,,8,1,,told
0,3,,filler_61,21.522866666666665,399,,9,1,,me
0,3,,filler_61,21.522866666666665,319,,10,1,,that
0,3,,filler_61,21.522866666666665,381,,11,1,,they
0,3,,filler_61,21.522866666666665,364,,12,1,,did
0,3,,filler_61,21.522866666666665,348,,13,1,,not
0,3,,filler_61,21.522866666666665,354,,14,1,,pay
0,3,,filler_61,21.522866666666665,401,,15,1,,taxes
0,3,,filler_61,21.522866666666665,365,,16,1,,this
0,3,,filler_61,21.522866666666665,365,,17,1,,year.
0,3,,filler_61,21.522866666666665,350,,18,1,,They
0,3,,filler_61,21.522866666666665,355,,19,1,,have
0,3,,filler_61,21.522866666666665,359,,20,1,,decided
0,3,,filler_61,21.522866666666665,365,,21,1,,that
0,3,,filler_61,21.522866666666665,362,,22,1,,all
0,3,,filler_61,21.522866666666665,389,,23,1,,taxation
0,3,,filler_61,21.522866666666665,368,,24,1,,is
0,3,,filler_61,21.522866666666665,363,,25,1,,theft.
0,3,,filler_61,21.522866666666665,334,,26,1,,I
0,3,,filler_61,21.522866666666665,326,,27,1,,am
0,3,,filler_61,21.522866666666665,310,,28,1,,worried
0,3,,filler_61,21.522866666666665,304,,29,1,,about
0,3,,filler_61,21.522866666666665,339,,30,1,,their
0,3,,filler_61,21.522866666666665,310,,31,1,,"decision,"
0,3,,filler_61,21.522866666666665,300,,32,1,,since
0,3,,filler_61,21.522866666666665,345,,33,1,,they
0,3,,filler_61,21.522866666666665,364,,34,1,,might
0,3,,filler_61,21.522866666666665,311,,35,1,,go
0,3,,filler_61,21.522866666666665,280,,36,1,,to
0,3,,filler_61,21.522866666666665,381,,37,1,,prison.
0,4,,filler_35,21.522866666666665,357,,0,1,,My
0,4,,filler_35,21.522866666666665,212,,1,1,,grandparents
0,4,,filler_35,21.522866666666665,192,,2,1,,have
0,4,,filler_35,21.522866666666665,298,,3,1,,a
0,4,,filler_35,21.522866666666665,202,,4,1,,clock
0,4,,filler_35,21.522866666666665,195,,5,1,,that
0,4,,filler_35,21.522866666666665,385,,6,1,,imitates
0,4,,filler_35,21.522866666666665,181,,7,1,,birdcalls.
0,4,,filler_35,21.522866666666665,589,,8,1,,"Sometimes,"
0,4,,filler_35,21.522866666666665,318,,9,1,,when
0,4,,filler_35,21.522866666666665,208,,10,1,,it
0,4,,filler_35,21.522866666666665,189,,11,1,,strikes
0,4,,filler_35,21.522866666666665,378,,12,1,,the
0,4,,filler_35,21.522866666666665,196,,13,1,,"hour,"
0,4,,filler_35,21.522866666666665,180,,14,1,,I
0,4,,filler_35,21.522866666666665,618,,15,1,,think
0,4,,filler_35,21.522866666666665,384,,16,1,,there
0,4,,filler_35,21.522866666666665,386,,17,1,,is
0,4,,filler_35,21.522866666666665,701,,18,1,,a
0,4,,filler_35,21.522866666666665,109,,19,1,,rare
0,4,,filler_35,21.522866666666665,432,,20,1,,bird
0,4,,filler_35,21.522866666666665,473,,21,1,,nearby.
0,5,,filler_2,21.522866666666665,460,,0,1,,Tonight
0,5,,filler_2,21.522866666666665,287,,1,1,,I
0,5,,filler_2,21.522866666666665,377,,2,1,,will
0,5,,filler_2,21.522866666666665,310,,3,1,,watch
0,5,,filler_2,21.522866666666665,260,,4,1,,my
0,5,,filler_2,21.522866666666665,220,,5,1,,favorite
0,5,,filler_2,21.522866666666665,313,,6,1,,television
0,5,,filler_2,21.522866666666665,331,,7,1,,show.
0,5,,filler_2,21.522866666666665,303,,8,1,,It
0,5,,filler_2,21.522866666666665,286,,9,1,,is
0,5,,filler_2,21.522866666666665,318,,10,1,,about
0,5,,filler_2,21.522866666666665,288,,11,1,,people
0,5,,filler_2,21.522866666666665,328,,12,1,,who
0,5,,filler_2,21.522866666666665,298,,13,1,,travel
0,5,,filler_2,21.522866666666665,402,,14,1,,through
0,5,,filler_2,21.522866666666665,287,,15,1,,time
0,5,,filler_2,21.522866666666665,444,,16,1,,in
0,5,,filler_2,21.522866666666665,196,,17,1,,a
0,5,,filler_2,21.522866666666665,411,,18,1,,telephone
0,5,,filler_2,21.522866666666665,496,,19,1,,box.
0,5,,filler_2,21.522866666666665,521,,20,1,,They
0,5,,filler_2,21.522866666666665,519,,21,1,,have
0,5,,filler_2,21.522866666666665,377,,22,1,,a
0,5,,filler_2,21.522866666666665,610,,23,1,,robot
0,5,,filler_2,21.522866666666665,681,,24,1,,dog.
0,6,,liquor_cs,21.522866666666665,399,,0,1,,After
0,6,,liquor_cs,21.522866666666665,383,,1,1,,the
0,6,,liquor_cs,21.522866666666665,363,,2,1,,babysitter
0,6,,liquor_cs,21.522866666666665,360,,3,1,,"left,"
0,6,,liquor_cs,21.522866666666665,417,,4,1,,I
0,6,,liquor_cs,21.522866666666665,380,,5,1,,carefully
0,6,,liquor_cs,21.522866666666665,685,,6,1,,examined
0,6,,liquor_cs,21.522866666666665,372,,7,1,,my
0,6,,liquor_cs,21.522866666666665,494,,8,1,,liquor
0,6,,liquor_cs,21.522866666666665,599,,9,1,,collection.
0,6,,liquor_cs,21.522866666666665,788,,10,1,,Some
0,6,,liquor_cs,21.522866666666665,393,,11,1,,of
0,6,,liquor_cs,21.522866666666665,358,,12,1,,my
0,6,,liquor_cs,21.522866666666665,393,,13,1,,new
0,6,,liquor_cs,21.522866666666665,359,,14,1,,bottles
0,6,,liquor_cs,21.522866666666665,280,,15,1,,of
0,6,,liquor_cs,21.522866666666665,235,,16,1,,peach
0,6,,liquor_cs,21.522866666666665,224,,17,1,,schnapps
0,6,,liquor_cs,21.522866666666665,478,,18,1,,were
0,6,,liquor_cs,21.522866666666665,288,,19,1,,opened.
0,6,,liquor_cs,21.522866666666665,219,,20,1,,In
0,6,,liquor_cs,21.522866666666665,234,,21,1,,"fact,"
0,6,,liquor_cs,21.522866666666665,222,,22,1,,they
0,6,,liquor_cs,21.522866666666665,193,,23,1,,all
0,6,,liquor_cs,21.522866666666665,193,,24,1,,were
0,6,,liquor_cs,21.522866666666665,191,,25,1,,but
0,6,,liquor_cs,21.522866666666665,192,,26,1,,I
0,6,,liquor_cs,21.522866666666665,340,,27,1,,decided
0,6,,liquor_cs,21.522866666666665,198,,28,1,,not
0,6,,liquor_cs,21.522866666666665,227,,29,1,,to
0,6,,liquor_cs,21.522866666666665,179,,30,1,,call
0,6,,liquor_cs,21.522866666666665,204,,31,1,,her
0,6,,liquor_cs,21.522866666666665,189,,32,1,,parents
0,6,,liquor_cs,21.522866666666665,204,,33,1,,because
0,6,,liquor_cs,21.522866666666665,217,,34,1,,it
0,6,,liquor_cs,21.522866666666665,230,,35,1,,was
0,6,,liquor_cs,21.522866666666665,220,,36,1,,so
0,6,,liquor_cs,21.522866666666665,222,,37,1,,hard
0,6,,liquor_cs,21.522866666666665,272,,38,1,,to
0,6,,liquor_cs,21.522866666666665,219,,39,1,,find
0,6,,liquor_cs,21.522866666666665,355,,40,1,,a
0,6,,liquor_cs,21.522866666666665,491,,41,1,,babysitter.
0,7,,disney_lw,21.522866666666665,764,,0,1,,When
0,7,,disney_lw,21.522866666666665,424,,1,1,,I
0,7,,disney_lw,21.522866666666665,327,,2,1,,visited
0,7,,disney_lw,21.522866666666665,268,,3,1,,Disney
0,7,,disney_lw,21.522866666666665,389,,4,1,,"World,"
0,7,,disney_lw,21.522866666666665,236,,5,1,,I
0,7,,disney_lw,21.522866666666665,181,,6,1,,quickly
0,7,,disney_lw,21.522866666666665,189,,7,1,,walked
0,7,,disney_lw,21.522866666666665,198,,8,1,,around
0,7,,disney_lw,21.522866666666665,193,,9,1,,the
0,7,,disney_lw,21.522866666666665,779,,10,1,,amusement
0,7,,disney_lw,21.522866666666665,192,,11,1,,park.
0,7,,disney_lw,21.522866666666665,204,,12,1,,Only
0,7,,disney_lw,21.522866666666665,453,,13,1,,some
0,7,,disney_lw,21.522866666666665,188,,14,1,,of
0,7,,disney_lw,21.522866666666665,223,,15,1,,my
0,7,,disney_lw,21.522866666666665,213,,16,1,,favorite
0,7,,disney_lw,21.522866666666665,206,,17,1,,rides
0,7,,disney_lw,21.522866666666665,211,,18,1,,were
0,7,,disney_lw,21.522866666666665,202,,19,1,,still
0,7,,disney_lw,21.522866666666665,195,,20,1,,running.
0,7,,disney_lw,21.522866666666665,212,,21,1,,The
0,7,,disney_lw,21.522866666666665,208,,22,1,,rest
0,7,,disney_lw,21.522866666666665,286,,23,1,,were
0,7,,disney_lw,21.522866666666665,225,,24,1,,shut_down
0,7,,disney_lw,21.522866666666665,220,,25,1,,since
0,7,,disney_lw,21.522866666666665,203,,26,1,,they
0,7,,disney_lw,21.522866666666665,227,,27,1,,were
0,7,,disney_lw,21.522866666666665,232,,28,1,,no
0,7,,disney_lw,21.522866666666665,214,,29,1,,longer
0,7,,disney_lw,21.522866666666665,234,,30,1,,popular.
0,8,,filler_22,21.522866666666665,216,,0,1,,I
0,8,,filler_22,21.522866666666665,191,,1,1,,can't
0,8,,filler_22,21.522866666666665,236,,2,1,,stand
0,8,,filler_22,21.522866666666665,216,,3,1,,fruit-flavored
0,8,,filler_22,21.522866666666665,228,,4,1,,candy.
0,8,,filler_22,21.522866666666665,522,,5,1,,I
0,8,,filler_22,21.522866666666665,199,,6,1,,make
0,8,,filler_22,21.522866666666665,187,,7,1,,exceptions
0,8,,filler_22,21.522866666666665,218,,8,1,,for
0,8,,filler_22,21.522866666666665,262,,9,1,,lemon
0,8,,filler_22,21.522866666666665,217,,10,1,,lollipops
0,8,,filler_22,21.522866666666665,204,,11,1,,and
0,8,,filler_22,21.522866666666665,382,,12,1,,chewy
0,8,,filler_22,21.522866666666665,187,,13,1,,"candy,"
0,8,,filler_22,21.522866666666665,192,,14,1,,though.
0,9,,filler_26,21.522866666666665,453,,0,1,,This
0,9,,filler_26,21.522866666666665,484,,1,1,,summer
0,9,,filler_26,21.522866666666665,223,,2,1,,I
0,9,,filler_26,21.522866666666665,221,,3,1,,will
0,9,,filler_26,21.522866666666665,202,,4,1,,not
0,9,,filler_26,21.522866666666665,228,,5,1,,have
0,9,,filler_26,21.522866666666665,377,,6,1,,air
0,9,,filler_26,21.522866666666665,221,,7,1,,conditioning
0,9,,filler_26,21.522866666666665,255,,8,1,,in
0,9,,filler_26,21.522866666666665,221,,9,1,,my
0,9,,filler_26,21.522866666666665,221,,10,1,,house.
0,9,,filler_26,21.522866666666665,204,,11,1,,I
0,9,,filler_26,21.522866666666665,372,,12,1,,prefer
0,9,,filler_26,21.522866666666665,221,,13,1,,the
0,9,,filler_26,21.522866666666665,206,,14,1,,weather
0,9,,filler_26,21.522866666666665,415,,15,1,,in
0,9,,filler_26,21.522866666666665,208,,16,1,,"Massachusetts,"
0,9,,filler_26,21.522866666666665,391,,17,1,,where
0,9,,filler_26,21.522866666666665,262,,18,1,,it
0,9,,filler_26,21.522866666666665,252,,19,1,,is
0,9,,filler_26,21.522866666666665,221,,20,1,,colder.
0,9,,filler_26,21.522866666666665,496,,21,1,,New
0,9,,filler_26,21.522866666666665,787,,22,1,,England
0,9,,filler_26,21.522866666666665,221,,23,1,,weather
0,9,,filler_26,21.522866666666665,495,,24,1,,is
0,9,,filler_26,21.522866666666665,370,,25,1,,always
0,9,,filler_26,21.522866666666665,323,,26,1,,colder
0,9,,filler_26,21.522866666666665,378,,27,1,,in
0,9,,filler_26,21.522866666666665,248,,28,1,,the
0,9,,filler_26,21.522866666666665,429,,29,1,,summer.
0,10,,portfolio_ls,21.522866666666665,430,,0,1,,While
0,10,,portfolio_ls,21.522866666666665,459,,1,1,,eating
0,10,,portfolio_ls,21.522866666666665,362,,2,1,,"breakfast,"
0,10,,portfolio_ls,21.522866666666665,364,,3,1,,I
0,10,,portfolio_ls,21.522866666666665,334,,4,1,,had
0,10,,portfolio_ls,21.522866666666665,381,,5,1,,lots
0,10,,portfolio_ls,21.522866666666665,427,,6,1,,of
0,10,,portfolio_ls,21.522866666666665,409,,7,1,,time
0,10,,portfolio_ls,21.522866666666665,335,,8,1,,to
0,10,,portfolio_ls,21.522866666666665,336,,9,1,,pore
0,10,,portfolio_ls,21.522866666666665,341,,10,1,,over
0,10,,portfolio_ls,21.522866666666665,310,,11,1,,the
0,10,,portfolio_ls,21.522866666666665,328,,12,1,,stock
0,10,,portfolio_ls,21.522866666666665,310,,13,1,,prices
0,10,,portfolio_ls,21.522866666666665,347,,14,1,,from
0,10,,portfolio_ls,21.522866666666665,392,,15,1,,yesterday.
0,10,,portfolio_ls,21.522866666666665,265,,16,1,,Only
0,10,,portfolio_ls,21.522866666666665,317,,17,1,,some
0,10,,portfolio_ls,21.522866666666665,356,,18,1,,of
0,10,,portfolio_ls,21.522866666666665,311,,19,1,,my
0,10,,portfolio_ls,21.522866666666665,233,,20,1,,stocks
0,10,,portfolio_ls,21.522866666666665,231,,21,1,,went
0,10,,portfolio_ls,21.522866666666665,223,,22,1,,up.
0,10,,portfolio_ls,21.522866666666665,314,,23,1,,The
0,10,,portfolio_ls,21.522866666666665,409,,24,1,,others
0,10,,portfolio_ls,21.522866666666665,27,,25,1,,were
0,10,,portfolio_ls,21.522866666666665,226,,26,1,,relatively
0,10,,portfolio_ls,21.522866666666665,512,,27,1,,steady
0,10,,portfolio_ls,21.522866666666665,348,,28,1,,but
0,10,,portfolio_ls,21.522866666666665,250,,29,1,,my
0,10,,portfolio_ls,21.522866666666665,263,,30,1,,portfolio
0,10,,portfolio_ls,21.522866666666665,212,,31,1,,was
0,10,,portfolio_ls,21.522866666666665,232,,32,1,,still
0,10,,portfolio_ls,21.522866666666665,333,,33,1,,down
0,10,,portfolio_ls,21.522866666666665,320,,34,1,,for
0,10,,portfolio_ls,21.522866666666665,309,,35,1,,the
0,10,,portfolio_ls,21.522866666666665,279,,36,1,,year.
0,11,,filler_36,21.522866666666665,407,,0,1,,I
0,11,,filler_36,21.522866666666665,226,,1,1,,planned
0,11,,filler_36,21.522866666666665,293,,2,1,,to
0,11,,filler_36,21.522866666666665,252,,3,1,,have
0,11,,filler_36,21.522866666666665,252,,4,1,,a
0,11,,filler_36,21.522866666666665,249,,5,1,,picnic
0,11,,filler_36,21.522866666666665,250,,6,1,,in
0,11,,filler_36,21.522866666666665,317,,7,1,,the
0,11,,filler_36,21.522866666666665,230,,8,1,,park.
0,11,,filler_36,21.522866666666665,225,,9,1,,The
0,11,,filler_36,21.522866666666665,221,,10,1,,weather
0,11,,filler_36,21.522866666666665,224,,11,1,,forecast
0,11,,filler_36,21.522866666666665,442,,12,1,,predicted
0,11,,filler_36,21.522866666666665,177,,13,1,,"rain,"
0,11,,filler_36,21.522866666666665,382,,14,1,,so
0,11,,filler_36,21.522866666666665,278,,15,1,,I
0,11,,filler_36,21.522866666666665,218,,16,1,,thought
0,11,,filler_36,21.522866666666665,198,,17,1,,I
0,11,,filler_36,21.522866666666665,202,,18,1,,would
0,11,,filler_36,21.522866666666665,215,,19,1,,have
0,11,,filler_36,21.522866666666665,295,,20,1,,to
0,11,,filler_36,21.522866666666665,264,,21,1,,cancel
0,11,,filler_36,21.522866666666665,199,,22,1,,it.
0,11,,filler_36,21.522866666666665,528,,23,1,,"However,"
0,11,,filler_36,21.522866666666665,279,,24,1,,the
0,11,,filler_36,21.522866666666665,259,,25,1,,day
0,11,,filler_36,21.522866666666665,271,,26,1,,turned
0,11,,filler_36,21.522866666666665,341,,27,1,,out
0,11,,filler_36,21.522866666666665,329,,28,1,,sunny
0,11,,filler_36,21.522866666666665,325,,29,1,,after
0,11,,filler_36,21.522866666666665,636,,30,1,,all.
0,12,,damage_cs,21.522866666666665,365,,0,1,,I
0,12,,damage_cs,21.522866666666665,389,,1,1,,examined
0,12,,damage_cs,21.522866666666665,395,,2,1,,the
0,12,,damage_cs,21.522866666666665,341,,3,1,,damage
0,12,,damage_cs,21.522866666666665,378,,4,1,,after
0,12,,damage_cs,21.522866666666665,339,,5,1,,I
0,12,,damage_cs,21.522866666666665,352,,6,1,,dropped
0,12,,damage_cs,21.522866666666665,329,,7,1,,a
0,12,,damage_cs,21.522866666666665,321,,8,1,,bowling
0,12,,damage_cs,21.522866666666665,298,,9,1,,ball
0,12,,damage_cs,21.522866666666665,313,,10,1,,down
0,12,,damage_cs,21.522866666666665,340,,11,1,,the
0,12,,damage_cs,21.522866666666665,277,,12,1,,stairs.
0,12,,damage_cs,21.522866666666665,252,,13,1,,Some
0,12,,damage_cs,21.522866666666665,232,,14,1,,of
0,12,,damage_cs,21.522866666666665,227,,15,1,,the
0,12,,damage_cs,21.522866666666665,215,,16,1,,steps
0,12,,damage_cs,21.522866666666665,219,,17,1,,were
0,12,,damage_cs,21.522866666666665,208,,18,1,,damaged.
0,12,,damage_cs,21.522866666666665,207,,19,1,,In
0,12,,damage_cs,21.522866666666665,189,,20,1,,"fact,"
0,12,,damage_cs,21.522866666666665,207,,21,1,,they
0,12,,damage_cs,21.522866666666665,228,,22,1,,all
0,12,,damage_cs,21.522866666666665,631,,23,1,,were
0,12,,damage_cs,21.522866666666665,240,,24,1,,so
0,12,,damage_cs,21.522866666666665,259,,25,1,,they
0,12,,damage_cs,21.522866666666665,224,,26,1,,will
0,12,,damage_cs,21.522866666666665,246,,27,1,,require
0,12,,damage_cs,21.522866666666665,292,,28,1,,extensive
0,12,,damage_cs,21.522866666666665,217,,29,1,,repairs.
0,13,,filler_24,21.522866666666665,326,,0,1,,I
0,13,,filler_24,21.522866666666665,233,,1,1,,love
0,13,,filler_24,21.522866666666665,15269,,2,1,,to
0,13,,filler_24,21.522866666666665,382,,3,1,,play
0,13,,filler_24,21.522866666666665,418,,4,1,,card
0,13,,filler_24,21.522866666666665,380,,5,1,,games
0,13,,filler_24,21.522866666666665,299,,6,1,,with
0,13,,filler_24,21.522866666666665,233,,7,1,,my
0,13,,filler_24,21.522866666666665,275,,8,1,,"friends,"
0,13,,filler_24,21.522866666666665,314,,9,1,,and
0,13,,filler_24,21.522866666666665,251,,10,1,,we
0,13,,filler_24,21.522866666666665,240,,11,1,,are
0,13,,filler_24,21.522866666666665,201,,12,1,,going
0,13,,filler_24,21.522866666666665,214,,13,1,,to
0,13,,filler_24,21.522866666666665,205,,14,1,,play
0,13,,filler_24,21.522866666666665,209,,15,1,,Hearts
0,13,,filler_24,21.522866666666665,195,,16,1,,tonight.
0,13,,filler_24,21.522866666666665,241,,17,1,,We
0,13,,filler_24,21.522866666666665,543,,18,1,,always
0,13,,filler_24,21.522866666666665,332,,19,1,,enjoy
0,13,,filler_24,21.522866666666665,219,,20,1,,playing
0,13,,filler_24,21.522866666666665,193,,21,1,,a
0,13,,filler_24,21.522866666666665,202,,22,1,,game
0,13,,filler_24,21.522866666666665,203,,23,1,,on
0,13,,filler_24,21.522866666666665,171,,24,1,,Sunday
0,13,,filler_24,21.522866666666665,204,,25,1,,evening.
0,13,,filler_24,21.522866666666665,203,,26,1,,After
0,13,,filler_24,21.522866666666665,1095,,27,1,,a
0,13,,filler_24,21.522866666666665,210,,28,1,,long
0,13,,filler_24,21.522866666666665,207,,29,1,,day
0,13,,filler_24,21.522866666666665,224,,30,1,,of
0,13,,filler_24,21.522866666666665,226,,31,1,,study
0,13,,filler_24,21.522866666666665,244,,32,1,,and
0,13,,filler_24,21.522866666666665,205,,33,1,,"rest,"
0,13,,filler_24,21.522866666666665,200,,34,1,,cards
0,13,,filler_24,21.522866666666665,231,,35,1,,are
0,13,,filler_24,21.522866666666665,240,,36,1,,the
0,13,,filler_24,21.522866666666665,239,,37,1,,perfect
0,13,,filler_24,21.522866666666665,254,,38,1,,way
0,13,,filler_24,21.522866666666665,406,,39,1,,to
0,13,,filler_24,21.522866666666665,405,,40,1,,relax.
0,14,,filler_14,21.522866666666665,683,,0,1,,Because
0,14,,filler_14,21.522866666666665,30,,1,1,,of
0,14,,filler_14,21.522866666666665,439,,2,1,,the
0,14,,filler_14,21.522866666666665,208,,3,1,,nice
0,14,,filler_14,21.522866666666665,186,,4,1,,"weather,"
0,14,,filler_14,21.522866666666665,201,,5,1,,I
0,14,,filler_14,21.522866666666665,290,,6,1,,put
0,14,,filler_14,21.522866666666665,465,,7,1,,the
0,14,,filler_14,21.522866666666665,242,,8,1,,top
0,14,,filler_14,21.522866666666665,259,,9,1,,down
0,14,,filler_14,21.522866666666665,237,,10,1,,on
0,14,,filler_14,21.522866666666665,436,,11,1,,my
